author,score,date,content,text_length,days_since_release,tfidf_mean,tfidf_max,tfidf_nnz
Kauã M,10.0,2024-12-15,"Simply flawless, a film that promised nothing and delivered everything and more, every aspect raised to the highest possible quality, I waited a long time to see this film and it was worth every second of the incredible experience.",231,933,0.003959376756103279,0.2948128277347166,16
Brenda,9.0,2024-12-15,Exceptional film. Great performances. Action & storytelling have you on the edge of your seat. The best soundtrack. Highly recommend this movie,143,933,0.0038131111695945867,0.3387222867714706,16
Miles  O,4.0,2024-12-13,"I mean it was alright, I found it quite cheesy with most characters having little depth or actual personality about them. I feel like it was mostly about ticking boxes rather than trying to make a good movie.",208,931,0.0038726039822688375,0.32047948931409026,16
Deca F,9.0,2024-12-11,"A real actual Summer Blockbuster , much like the original Top Gun but enough fresh and interesting moments and plot to make you go for a rewatch! No forced agendas, just good fun if not a bit slow in some parts.",211,929,0.004866799548196826,0.25516766721073003,25
Pedro Henrique C,10.0,2024-12-07,"Top Gun: Waverick It has an incredible soundtrack, I really liked the opening song of the film, the same as Top Gun 86. Simply Cinema.",134,925,0.003104800826822442,0.4008477587178625,10
Garren P,10.0,2024-12-02,"So, I'm a f-18 and f-14 lover and I have been watching Tom Cruise's movies forever (Mission Impossible, and 1986 Top Gun), But when I first watched this movie I was blown away. I actually went to the movies again to watch it. This is 100% my favorite movie. 😁👍 🔥🔥🔥🔥🔥🔥",267,920,0.004745343981815235,0.2608146388223436,24
Gustav G,10.0,2024-12-01,"I would not have thought that you could make films like this nowadays, but, oh boy, did Tom Cruise prove me wrong! Highlight: the reunion between Ice and Mav! If you liked the first film, fire up your speakers and have fun!",223,919,0.0037505632354398527,0.35082607423877665,15
jake,10.0,2024-11-27,Great movie! Enjoyed it!,24,915,0.0018953950665722562,0.6603008973223762,4
Colin E,10.0,2024-11-27,Proof that good movies are still capable of being made.,55,915,0.0014120931244958794,0.7447538217462051,2
Stephen H,9.0,2024-11-25,Holy crap! So good! Better than the original! So entertaining in all aspects.,77,913,0.003027817519067499,0.3979890667634914,10
Cavanagh W,9.0,2024-11-20,This movie reminds me why I love America.,41,908,0.001575161757614893,0.8317112078552646,3
Opelman,10.0,2024-11-19,Another great Tom Cruise action series.,39,907,0.002233581178966153,0.4752966984094893,5
unknown,9.0,2024-11-06,"I honestly went into this film a little skeptical. Shockingly, Top Gun: Maverick just might be better than the original. Seriously, it's just that good.",152,894,0.003936479663947261,0.3364688031035802,17
Morghen V,10.0,2024-11-04,This movie is incredible. If you haven’t seen it you’re missing out,67,892,0.002531032988041661,0.4724770443018612,7
Wing Hong C,10.0,2024-10-30,"peak visuals, oscar deserved",28,887,0.0019960425544825397,0.5454290154382676,4
Julian P,10.0,2024-10-23,"To make a sequel that is better than the original is quite a feat but they managed it. Absolutely astounding - yes of course it's predictable, get over it!",155,880,0.003355026864659799,0.38826497326797893,12
Rhyan G,10.0,2024-10-21,Perhaps the only reboot/ sequel that is legitimately better than the original. Entertaining plot and plenty of comedic references to its predecessor,148,878,0.0033506737184281366,0.37178531916396146,12
Emyr,10.0,2024-10-21,We all love the beach scene,27,878,0.001690427050033698,0.7274307614238921,3
Paul M,2.0,2024-10-20,"I don't get the love for this one. Silly and cringe-worthy story (even after a 2nd viewing). Too sentimental, made worse by Zimmer's soulless score that keeps droning on. The story arc is a heck of a lot flatter than the bombing mission being flown, lackluster acting, obvious vfx scenes that don't match the real plane action, etc etc.

An unworthy successor to the great 80s Top Gun.",387,877,0.00472044221455371,0.3403551482756148,24
Gregory T,1.0,2024-10-20,Absolutely terrible movie. I walked out after 10 minutes. Last time I did that was with Mama Mia.,97,877,0.002704933779774705,0.494488710282956,8
max e,10.0,2024-10-20,Best movie of 2022 with great action,36,877,0.0026696599026864807,0.5113345054296442,8
Phillip M,10.0,2024-10-19,"Went to the cinema in 1986 to watch the first one and bought the soundtrack, so the franchise holds a cherished place in my memory. Watched the first one again before watching Maverick and thought it doesn't translate too well now to a modern audience. Therefore I was fearful about a second treatment. All fears were unwarranted,  IT IS EXCELLENT! Brilliantly shot, great storyline and wonderful development of Maverick's character. Kept me captivated throughout.",464,876,0.004922494157125833,0.25170125234432567,25
R D,1.0,2024-10-19,"What a roller coaster of a ride!! And just like a roller coaster its good for about 2 minutes, then your off to find something else to do.  How this made the top 10 of the top 300 of all time is way beyond belief.  Im guessing dollars push it there.  Money not well spent.",272,876,0.003154347749122427,0.47581552349046613,13
Aidan,10.0,2024-10-19,"“Top Gun: Maverick” improves upon the original in every single regard. The cast is even more star-studded, the aerial action sequences are bigger and better, and the story is more focused and emotionally resonant. This should be the standard for how to do a legacy sequel right.",278,876,0.004529357872398885,0.28376523890359767,22
Shay W,10.0,2024-10-17,"I remember Tom Cruise appeared at, I think it was a Comic Con, and he described the movie as an ode to flying. It certainly is. Just shot so beautifully. The first 10 minutes, the aircraft carrier with the sun behind it, Maverick on his motorbike, Maverick trying to reach Mach 10. So many wonderful images",306,874,0.004169634996819618,0.3384199773473449,19
Garrett B,10.0,2024-10-15,There has not yet been a legacy sequel more awesome than this. 🇺🇸 😎✈️🪖,70,872,0.001964920682634077,0.5576816072243346,4
Melissa,10.0,2024-10-13,Súper intense!!! One of my favorite (top 10) movies ever!,57,870,0.001975124272852297,0.5970665936804285,4
Daniel M,10.0,2024-10-10,"The perfect epic movie! Cruise was fantastic, the story was good with a mission that made me care about all the characters and it had many emotional moments. The directing was perfect, a very well made movie!",208,867,0.003865832838875769,0.3692508530803773,16
Senne C,6.0,2024-10-10,"For such a masculine movie, this one has no balls whatsoever. Better when you forcibly read queer subtext in it. But ultimately it's the most basic of action movies.

Looks great, though.",189,867,0.002433480037083932,0.5751280309242309,7
Samjhana K,10.0,2024-10-07,Phenomenal! Worth the wait.,27,864,0.0019869793880605436,0.5657560430492984,4
Scott  G,10.0,2024-10-07,"Been waiting since 1987 for a sequel to Top Gun and this movie did not disappoint. 
Perfect mix of nostalgia, American bravado, and pure action-packed fun. Very satisfying and leaves you wanting more.",201,864,0.004080802363236682,0.3150786376397759,18
Mundo C,10.0,2024-10-01,"BEST movie ever, absolutely all were perfect",44,858,0.00249824983444075,0.5535357198372131,7
Keith N,10.0,2024-10-01,"This is a great movie, it's probably better than the first film in my personal opinion. The first one is still great, don't get me wrong, but I liked this more",159,858,0.003199011413970213,0.4051926742245284,11
Joe M,10.0,2025-07-21,"The original movie was great, but this sequel stands very well on its own, and those new to pilot Maverick can watch the original movie to understand some of the backstory, but not needed in order to watch this movie.

The pacing is spot on and this is a movie that is VERY rewatchable from start to finish.",309,1151,0.005496664948072598,0.3143609010105952,32
Kirill D,10.0,2025-07-20,Yes Yes Yes Yes Yes Yes,23,1150,0.0014139862130525967,0.7196717233394295,2
David F,5.0,2025-07-16,"I guess I can’t understand why so many people loved this movie.  There was some excellent cinematography, but the plot seemed very predictable, and I felt like I had seen this type of movie so many times before. It certainly had some cool moments, but also had some cringey over the top emotional scenes.  It all just felt pretty basic to me.",342,1146,0.00564480231801707,0.3240239806482057,34
Shawn V,9.0,2025-07-14,"All around great aerial combat flick. Somewhat unrealistic, but still great action scenes, in my opinion.",105,1144,0.003259313098611526,0.3732391894737701,11
Sharon D,10.0,2025-07-12,Top Class It surpasses Top Gun by Miles and that takes some doing,65,1142,0.0021725822390386753,0.556836197955121,5
Vince S,10.0,2025-07-12,"Prefect second installment to Top Gun. Cruise was great,  action was great.  Great story.",89,1142,0.0031430961974596005,0.46758260399591256,11
Daryl D,10.0,2025-07-11,It's time to let go.,20,1141,0.0013693321218139363,0.8613929265560136,2
Matt T,9.0,2025-07-10,Actually couldn't stand the first top gun so was very reluctant to watch this one. I thought this one was an amazing roller coaster  adrenaline pumping from start to finish. Fantastic,183,1140,0.004266515939495808,0.28583005756896956,19
Craig W.,10.0,2025-07-10,"Should have won the Oscar for best picture strictly because it saved Hollywood by bringing people back to the theaters after Covid.  Also, the movie was excellent in the theaters",178,1140,0.0037043892682991648,0.41792640062223146,15
Maximilian L,9.0,2025-07-09,Absolutely loved it! Worth owning!!,35,1139,0.002179984258856539,0.5983263680586962,5
Eric S.,10.0,2025-07-09,A great movie wish they had more like them ! Wish they would build more woman Characters like Phoenix actually focus on a great character and story line instead of I’ve had it harder and respect me moor because I’m a woman !,224,1139,0.004708074236938906,0.41753727187682305,25
Michael S.,4.0,2025-07-09,"“Top Gun Maverick” is a very overrated film. Some of the plane scenes were cool, but the whole entire mission didn’t make sense due to several factors. The movie focuses on a daring, low-altitude attack against a heavily defended uranium enrichment plant, which experts and veterans point out would likely be handled with different tactics in reality. This movie is very overlooked,because of the nostalgia people feel from watching the first one. The high action plane scenes were another reason this film was overlooked.",522,1139,0.006455650601245582,0.3064739021068843,46
